translation,Surah,Juz
پس [يوسف‌] به [بازرسى‌] بارهاى آنان، پيش از بار برادرش، پرداخت. آنگاه آن را از بار برادرش [بنيامين‌] در آورد. اين گونه به يوسف شيوه آموختيم. [چرا كه‌] او در آيين پادشاه نمى‌توانست برادرش را بازداشت كند، مگر اينكه خدا بخواهد [و چنين راهى بدو بنمايد]. درجات كسانى را كه بخواهيم بالا مى‌بريم و فوق هر صاحب دانشى دانشورى است.,76,13
گفتند: «اگر او دزدى كرده، پيش از اين [نيز] برادرش دزدى كرده است. «يوسف اين [سخن‌] را در دل خود پنهان داشت و آن را برايشان آشكار نكرد [ولى‌] گفت: «موقعيت شما بدتر [از او]ست، و خدا به آنچه وصف مى‌كنيد داناتر است.»,77,13
گفتند: «اى عزيز، او پدرى پير سالخورده دارد؛ بنابراين يكى از ما را به جاى او بگير، كه ما تو را از نيكوكاران مى‌بينيم.»,78,13
گفت: «پناه به خدا، كه جز آن كس را كه كالاى خود را نزد وى يافته‌ايم بازداشت كنيم، زيرا در آن صورت قطعاً ستمكار خواهيم بود.»,79,13
پس چون از او نوميد شدند، رازگويان كنار كشيدند. بزرگشان گفت: «مگر نمى‌دانيد كه پدرتان با نام خدا پيمانى استوار از شما گرفته است و قبلا [هم‌] در باره يوسف تقصير كرديد؟ هرگز از اين سرزمين نمى‌روم تا پدرم به من اجازه دهد يا خدا در حق من داورى كند، و او بهترين داوران است.,80,13
پيش پدرتان بازگرديد و بگوييد: اى پدر، پسرت دزدى كرده، و ما جز آنچه مى‌دانيم گواهى نمى‌دهيم و ما نگهبان غيب نبوديم.,81,13
و از [مردم‌] شهرى كه در آن بوديم و كاروانى كه در ميان آن آمديم جويا شو، و ما قطعاً راست مى‌گوييم.,82,13
[يعقوب‌] گفت: «[چنين نيست،] بلكه نفس شما امرى [نادرست‌] را براى شما آراسته است. پس [صبر من‌] صبرى نيكوست. اميد كه خدا همه آنان را به سوى من [باز] آورد، كه او داناى حكيم است.»,83,13
كسانى كه كافر شدند، و در حال كفر مردند، لعنت خدا و فرشتگان و تمام مردم بر آنان باد.,161,2
و از آنان روى گردانيد و گفت: «اى دريغ بر يوسف، و در حالى كه اندوه خود را فرو مى‌خورد، چشمانش از اندوه سپيد شد.»,84,13
[پسران او] گفتند: «به خدا سوگند كه پيوسته يوسف را ياد مى‌كنى تا بيمار شوى يا هلاك گردى.»,85,13
گفت: «من شكايت غم و اندوه خود را پيش خدا مى‌برم، و از [عنايت‌] خدا چيزى مى‌دانم كه شما نمى‌دانيد.,86,13
اى پسران من، برويد و از يوسف و برادرش جستجو كنيد و از رحمت خدا نوميد مباشيد، زيرا جز گروه كافران كسى از رحمت خدا نوميد نمى‌شود.»,87,13
پس چون [برادران‌] بر او وارد شدند، گفتند: «اى عزيز، به ما و خانواده ما آسيب رسيده است و سرمايه‌اى ناچيز آورده‌ايم. بنابراين پيمانه ما را تمام بده و بر ما تصدق كن كه خدا صدقه‌دهندگان را پاداش مى‌دهد.»,88,13
گفت: «آيا دانستيد، وقتى كه نادان بوديد، با يوسف و برادرش چه كرديد؟»,89,13
گفتند: «آيا تو خود، يوسفى؟» گفت: «[آرى،] من يوسفم و اين برادر من است. به راستى خدا بر ما منت نهاده است. بى‌گمان، هر كه تقوا و صبر پيشه كند، خدا پاداش نيكوكاران را تباه نمى‌كند.»,90,13
گفتند: «به خدا سوگند، كه واقعاً خدا تو را بر ما برترى داده است و ما خطاكار بوديم.»,91,13
[يوسف‌] گفت: «امروز بر شما سرزنشى نيست. خدا شما را مى‌آمرزد و او مهربانترين مهربانان است.»,92,13
«اين پيراهن مرا ببريد و آن را بر چهره پدرم بيفكنيد [تا] بينا شود، و همه كسان خود را نزد من آوريد.»,93,13
در آن [لعنت‌] جاودانه بمانند؛ نه عذابشان كاسته گردد، و نه مهلت يابند.,162,2
و چون كاروان رهسپار شد، پدرشان گفت: «اگر مرا به كم‌خردى نسبت ندهيد، بوى يوسف را مى‌شنوم.»,94,13
گفتند: «به خدا سوگند كه تو سخت در گمراهىِ ديرين خود هستى.»,95,13
پس چون مژده‌رسان آمد، آن [پيراهن‌] را بر چهره او انداخت، پس بينا گرديد. گفت: «آيا به شما نگفتم كه بى‌شك من از [عنايت‌] خدا چيزهايى مى‌دانم كه شما نمى‌دانيد؟»,96,13
گفتند: «اى پدر، براى گناهان ما آمرزش خواه كه ما خطاكار بوديم.»,97,13
گفت: «به زودى از پروردگارم براى شما آمرزش مى‌خواهم، كه او همانا آمرزنده مهربان است.»,98,13
پس چون بر يوسف وارد شدند، پدر و مادر خود را در كنار خويش گرفت و گفت: «ان شاء الله، با [امن و] امان داخل مصر شويد.»,99,13
و پدر و مادرش را به تخت برنشانيد، و [همه آنان‌] پيش او به سجده درافتادند، و [يوسف‌] گفت: «اى پدر، اين است تعبير خواب پيشين من، به يقين، پروردگارم آن را راست گردانيد و به من احسان كرد آنگاه كه مرا از زندان خارج ساخت و شما را از بيابان [كنعان به مصر] باز آورد -پس از آنكه شيطان ميان من و برادرانم را به هم زد- بى گمان، پروردگار من نسبت به آنچه بخواهد صاحب لطف است، زيرا كه او داناى حكيم است.»,100,13
«پروردگارا، تو به من دولت دادى و از تعبير خوابها به من آموختى. اى پديدآورنده آسمانها و زمين، تنها تو در دنيا و آخرت مولاى منى؛ مرا مسلمان بميران و مرا به شايستگان ملحق فرما.»,101,13
اين [ماجرا] از خبرهاى غيب است كه به تو وحى مى‌كنيم، و تو هنگامى كه آنان همداستان شدند و نيرنگ مى‌كردند نزدشان نبودى.,102,13
و بيشتر مردم -هر چند آرزومند باشى- ايمان‌آورنده نيستند.,103,13
در دلهايشان مرضى است؛ و خدا بر مرضشان افزود؛ و به [سزاى‌] آنچه به دروغ مى گفتند، عذابى دردناك [در پيش‌] خواهند داشت.,10,1
و معبود شما، معبود يگانه‌اى است كه جز او هيچ معبودى نيست، [و اوست‌] بخشايشگر مهربان.,163,2
و تو بر اين [كار] پاداشى از آنان نمى‌خواهى. آن [قرآن‌] جز پندى براى جهانيان نيست.,104,13
و چه بسيار نشانه‌ها در آسمانها و زمين است كه بر آنها مى‌گذرند در حالى كه از آنها روى برمى‌گردانند.,105,13
و بيشترشان به خدا ايمان نمى‌آورند جز اينكه [با او چيزى را] شريك مى‌گيرند.,106,13
آيا ايمنند از اينكه عذاب فراگير خدا به آنان دررسد، يا قيامت -در حالى كه بى‌خبرند- بناگاه آنان را فرا رسد؟,107,13
بگو: «اين است راه من، كه من و هر كس (پيروى‌ام) كرد با بينايى به سوى خدا دعوت مى‌كنيم، و منزّه است خدا، و من از مشركان نيستم.»,108,13
