SrNo,JuzNo,SurahNo,AyahNo,EnglishTranslation,OrignalArabicText,ArabicText,ArabicWordCount,ArabicLetterCount
819,7,6,30,"If thou couldst but see when they are confronted with their Lord! He will say: ""Is not this the truth?"" They will say: ""Yea, by our Lord!"" He will say: ""Taste ye then the penalty, because ye rejected Faith.""",?????? ?????? ???? ???????? ?????? ????????? ? ????? ???????? ?????? ?????????? ? ??????? ?????? ?????????? ? ????? ????????? ?????????? ????? ???????? ???????????,??? ??? ?? ????? ??? ???? ? ??? ???? ??? ????? ? ????? ??? ????? ? ??? ?????? ?????? ??? ???? ??????,22,79
820,7,6,31,"Lost indeed are they who treat it as a falsehood that they must meet Allah,- until on a sudden the hour is on them, and they say: ""Ah! woe unto us that we took no thought of it""; for they bear their burdens on their backs, and evil indeed are the burdens that they bear?",???? ?????? ????????? ????????? ????????? ??????? ? ??????? ????? ??????????? ?????????? ???????? ??????? ??? ??????????? ?????? ??? ?????????? ?????? ?????? ??????????? ????????????? ?????? ??????????? ? ????? ????? ??? ?????????,?? ??? ????? ????? ????? ???? ? ??? ??? ?????? ?????? ????? ????? ?? ?????? ??? ?? ????? ???? ??? ?????? ??????? ??? ?????? ? ??? ??? ?? ?????,29,114
821,7,6,32,"What is the life of this world but play and amusement? But best is the home in the hereafter, for those who are righteous. Will ye not then understand?",????? ?????????? ?????????? ?????? ?????? ???????? ? ??????????? ?????????? ?????? ?????????? ?????????? ? ??????? ???????????,??? ?????? ?????? ??? ??? ???? ? ?????? ?????? ??? ????? ????? ? ???? ??????,15,62
822,7,6,33,"We know indeed the grief which their words do cause thee: It is not thee they reject: it is the signs of Allah, which the wicked contemn.",???? ???????? ??????? ???????????? ??????? ?????????? ? ??????????? ??? ?????????????? ?????????? ????????????? ???????? ??????? ???????????,?? ???? ??? ?????? ???? ?????? ? ????? ?? ??????? ???? ???????? ????? ???? ??????,15,67
823,7,6,34,"Rejected were the messengers before thee: with patience and constancy they bore their rejection and their wrongs, until Our aid did reach them: there is none that can alter the words (and decrees) of Allah. Already hast thou received some account of those messengers.",???????? ????????? ?????? ???? ???????? ?????????? ?????? ??? ????????? ????????? ??????? ????????? ????????? ? ????? ????????? ??????????? ??????? ? ???????? ??????? ???? ?????? ??????????????,???? ???? ??? ?? ???? ?????? ??? ?? ????? ?????? ??? ????? ????? ? ??? ???? ?????? ???? ? ???? ???? ?? ??? ????????,24,92
824,7,6,35,"If their spurning is hard on thy mind, yet if thou wert able to seek a tunnel in the ground or a ladder to the skies and bring them a sign,- (what good?). If it were Allah's will, He could gather them together unto true guidance: so be not thou amongst those who are swayed by ignorance (and impatience)!",?????? ????? ?????? ???????? ????????????? ?????? ??????????? ???? ?????????? ??????? ??? ????????? ???? ???????? ??? ?????????? ?????????????? ??????? ? ?????? ????? ??????? ???????????? ????? ????????? ? ????? ?????????? ???? ?????????????,??? ??? ??? ???? ??????? ??? ?????? ?? ????? ????? ?? ????? ?? ????? ?? ?????? ??????? ????? ? ??? ??? ???? ?????? ??? ????? ? ??? ????? ?? ????????,30,119
825,7,6,36,"Those who listen (in truth), be sure, will accept: as to the dead, Allah will raise them up; then will they be turned unto Him.",???????? ??????????? ????????? ??????????? ? ????????????? ???????????? ??????? ????? ???????? ???????????,???? ?????? ????? ?????? ? ??????? ?????? ???? ?? ???? ??????,11,51
826,7,6,37,"They say: ""Why is not a sign sent down to him from his Lord?"" Say: ""Allah hath certainly power to send down a sign: but most of them understand not.",????????? ??????? ??????? ???????? ????? ???? ??????? ? ???? ????? ??????? ??????? ?????? ???? ????????? ????? ?????????? ???????????? ??? ???????????,?????? ???? ??? ???? ??? ?? ??? ? ?? ?? ???? ???? ??? ?? ???? ???? ???? ?????? ?? ??????,20,69
827,7,6,38,"There is not an animal (that lives) on the earth, nor a being that flies on its wings, but (forms part of) communities like you. Nothing have we omitted from the Book, and they (all) shall be gathered to their Lord in the end.",????? ???? ???????? ??? ????????? ????? ??????? ??????? ????????????? ?????? ?????? ????????????? ? ??? ?????????? ??? ?????????? ???? ?????? ? ????? ?????? ????????? ???????????,??? ?? ????? ?? ????? ??? ????? ???? ??????? ??? ??? ??????? ? ?? ????? ?? ?????? ?? ???? ? ?? ??? ???? ??????,24,87
828,7,6,39,"Those who reject our signs are deaf and dumb,- in the midst of darkness profound: whom Allah willeth, He leaveth to wander: whom He willeth, He placeth on the way that is straight.",??????????? ????????? ??????????? ????? ???????? ??? ???????????? ? ???? ?????? ??????? ?????????? ?????? ?????? ?????????? ?????? ??????? ???????????,?????? ????? ??????? ?? ???? ?? ??????? ? ?? ??? ???? ????? ??? ??? ????? ??? ????? ???????,18,74
829,7,6,40,"Say: ""Think ye to yourselves, if there come upon you the wrath of Allah, or the Hour (that ye dread), would ye then call upon other than Allah?- (reply) if ye are truthful!",???? ?????????????? ???? ????????? ??????? ??????? ???? ?????????? ?????????? ???????? ??????? ????????? ???? ???????? ??????????,?? ??????? ?? ????? ???? ???? ?? ????? ?????? ???? ???? ????? ?? ???? ??????,15,62
830,7,6,41,"""Nay,- On Him would ye call, and if it be His will, He would remove (the distress) which occasioned your call upon Him, and ye would forget (the false gods) which ye join with Him!""",???? ???????? ????????? ?????????? ??? ????????? ???????? ???? ????? ???????????? ??? ???????????,?? ???? ????? ????? ?? ????? ???? ?? ??? ?????? ?? ??????,12,46
831,7,6,42,"Before thee We sent (messengers) to many nations, and We afflicted the nations with suffering and adversity, that they might learn humility.",???????? ??????????? ?????? ?????? ???? ???????? ??????????????? ?????????????? ????????????? ??????????? ??????????????,???? ?????? ??? ???? ?? ???? ???????? ???????? ??????? ????? ???????,11,58
832,7,6,43,"When the suffering reached them from us, why then did they not learn humility? On the contrary their hearts became hardened, and Satan made their (sinful) acts seem alluring to them.",????????? ???? ????????? ????????? ??????????? ????????? ?????? ??????????? ????????? ?????? ???????????? ??? ??????? ???????????,????? ?? ????? ????? ?????? ???? ??? ?????? ???? ??? ??????? ?? ????? ??????,14,63
833,7,6,44,"But when they forgot the warning they had received, We opened to them the gates of all (good) things, until, in the midst of their enjoyment of Our gifts, on a sudden, We called them to account, when lo! they were plunged in despair!",???????? ?????? ??? ????????? ???? ????????? ?????????? ????????? ????? ?????? ??????? ????? ???????? ????? ??????? ????????????? ???????? ??????? ???? ???????????,???? ???? ?? ????? ?? ????? ????? ????? ?? ???? ??? ??? ????? ??? ????? ??????? ????? ???? ?? ??????,20,81
834,7,6,45,"Of the wrong-doers the last remnant was cut off. Praise be to Allah, the Cherisher of the worlds.",???????? ??????? ????????? ????????? ???????? ? ??????????? ??????? ????? ?????????????,???? ???? ????? ????? ????? ? ?????? ??? ?? ????????,10,43
835,7,6,46,"Say: ""Think ye, if Allah took away your hearing and your sight, and sealed up your hearts, who - a god other than Allah - could restore them to you?"" See how We explain the signs by various (symbols); yet they turn aside.",???? ???????????? ???? ?????? ??????? ?????????? ??????????????? ???????? ?????? ??????????? ???? ??????? ?????? ??????? ??????????? ???? ? ??????? ?????? ????????? ????????? ????? ???? ???????????,?? ?????? ?? ??? ???? ????? ???????? ???? ??? ?????? ?? ??? ??? ???? ?????? ?? ? ???? ??? ???? ?????? ?? ?? ??????,24,91
836,7,6,47,"Say: ""Think ye, if the punishment of Allah comes to you, whether suddenly or openly, will any be destroyed except those who do wrong?",???? ?????????????? ???? ????????? ??????? ??????? ???????? ???? ???????? ???? ???????? ?????? ????????? ?????????????,?? ??????? ?? ????? ???? ???? ????? ?? ????? ?? ???? ??? ????? ????????,14,58
837,7,6,48,"We send the messengers only to give good news and to warn: so those who believe and mend (their lives),- upon them shall be no fear, nor shall they grieve.",????? ???????? ?????????????? ?????? ???????????? ????????????? ? ?????? ????? ?????????? ????? ?????? ?????????? ????? ???? ???????????,??? ???? ???????? ??? ?????? ??????? ? ??? ??? ????? ??? ??? ????? ??? ?? ??????,16,65
838,7,6,49,"But those who reject our signs,- them shall punishment touch, for that they ceased not from transgressing.",??????????? ????????? ??????????? ??????????? ?????????? ????? ??????? ???????????,?????? ????? ??????? ????? ?????? ??? ????? ??????,8,43
839,7,6,50,"Say: ""I tell you not that with me are the treasures of Allah, nor do I know what is hidden, nor do I tell you I am an angel. I but follow what is revealed to me."" Say: ""can the blind be held equal to the seeing?"" Will ye then consider not?",???? ??? ??????? ?????? ??????? ????????? ??????? ????? ???????? ????????? ????? ??????? ?????? ?????? ?????? ? ???? ????????? ?????? ??? ??????? ??????? ? ???? ???? ????????? ??????????? ???????????? ? ??????? ??????????????,?? ?? ???? ??? ???? ????? ???? ??? ???? ????? ??? ???? ??? ??? ??? ? ?? ???? ??? ?? ???? ??? ? ?? ?? ????? ?????? ??????? ? ???? ???????,31,106
840,7,6,51,Give this warning to those in whose (hearts) is the fear that they will be brought (to judgment) before their Lord: except for Him they will have no protector nor intercessor: that they may guard (against evil).,?????????? ???? ????????? ?????????? ???? ?????????? ?????? ????????? ? ?????? ?????? ???? ??????? ??????? ????? ??????? ??????????? ??????????,????? ?? ????? ?????? ?? ?????? ??? ???? ? ??? ??? ?? ???? ??? ??? ???? ????? ?????,18,66
841,7,6,52,"Send not away those who call on their Lord morning and evening, seeking His face. In naught art thou accountable for them, and in naught are they accountable for thee, that thou shouldst turn them away, and thus be (one) of the unjust.",????? ???????? ????????? ????????? ????????? ???????????? ???????????? ?????????? ???????? ? ??? ???????? ???? ??????????? ???? ?????? ????? ???? ????????? ?????????? ???? ?????? ?????????????? ????????? ???? ?????????????,??? ???? ????? ????? ???? ??????? ?????? ?????? ???? ? ?? ???? ?? ?????? ?? ???? ??? ?? ????? ????? ?? ???? ??????? ????? ?? ????????,26,108
842,7,6,53,"Thus did We try some of them by comparison with others, that they should say: ""Is it these then that Allah hath favoured from amongst us?"" Doth not Allah know best those who are grateful?",??????????? ???????? ?????????? ???????? ??????????? ???????????? ????? ??????? ?????????? ???? ????????? ? ???????? ??????? ?????????? ???????????????,????? ???? ????? ????? ??????? ?????? ?? ???? ????? ?? ????? ? ???? ???? ????? ?????????,16,73
843,7,6,54,"When those come to thee who believe in Our signs, Say: ""Peace be on you: Your Lord hath inscribed for Himself (the rule of) mercy: verily, if any of you did evil in ignorance, and thereafter repented, and amend (his conduct), lo! He is Oft-forgiving, Most Merciful.",??????? ??????? ????????? ??????????? ??????????? ?????? ??????? ?????????? ? ?????? ????????? ?????? ???????? ??????????? ? ??????? ???? ?????? ???????? ?????? ??????????? ????? ????? ???? ???????? ?????????? ????????? ??????? ???????,???? ???? ????? ?????? ??????? ??? ???? ????? ? ??? ???? ??? ???? ?????? ? ??? ?? ??? ???? ????? ??????? ?? ??? ?? ???? ????? ???? ???? ????,29,112
844,7,6,55,Thus do We explain the signs in detail: that the way of the sinners may be shown up.,??????????? ????????? ????????? ??????????????? ??????? ??????????????,????? ???? ?????? ???????? ???? ????????,6,35
845,7,6,56,"Say: ""I am forbidden to worship those - others than Allah - whom ye call upon."" Say: ""I will not follow your wain desires: If I did, I would stray from the path, and be not of the company of those who receive guidance.""",???? ?????? ??????? ???? ???????? ????????? ????????? ???? ????? ??????? ? ???? ??? ????????? ????????????? ? ???? ???????? ????? ????? ????? ???? ??????????????,?? ??? ???? ?? ???? ????? ????? ?? ??? ???? ? ?? ?? ???? ??????? ? ?? ???? ???? ??? ??? ?? ????????,23,77
846,7,6,57,"Say: ""For me, I (work) on a clear sign from my Lord, but ye reject Him. What ye would see hastened, is not in my power. The command rests with none but Allah: He declares the truth, and He is the best of judges.""",???? ?????? ?????? ????????? ???? ?????? ????????????? ???? ? ??? ??????? ??? ??????????????? ???? ? ???? ????????? ?????? ??????? ? ??????? ???????? ? ?????? ?????? ?????????????,?? ??? ??? ????? ?? ??? ?????? ?? ? ?? ???? ?? ???????? ?? ? ?? ????? ??? ??? ? ??? ???? ? ??? ??? ????????,26,82
847,7,6,58,"Say: ""If what ye would see hastened were in my power, the matter would be settled at once between you and me. But Allah knoweth best those who do wrong.""",???? ???? ????? ??????? ??? ??????????????? ???? ???????? ????????? ??????? ???????????? ? ????????? ???????? ???????????????,?? ?? ?? ???? ?? ???????? ?? ???? ????? ???? ?????? ? ????? ???? ?????????,15,60
848,7,6,59,"With Him are the keys of the unseen, the treasures that none knoweth but He. He knoweth whatever there is on the earth and in the sea. Not a leaf doth fall but with His knowledge: there is not a grain in the darkness (or depths) of the earth, nor anything fresh or dry (green or withered), but is (inscribed) in a record clear (to those who can read).",?????????? ????????? ????????? ??? ??????????? ?????? ???? ? ?????????? ??? ??? ???????? ??????????? ? ????? ???????? ???? ???????? ?????? ??????????? ????? ??????? ??? ????????? ????????? ????? ?????? ????? ??????? ?????? ??? ??????? ???????,????? ????? ????? ?? ?????? ??? ?? ? ????? ?? ?? ???? ?????? ? ??? ???? ?? ????? ??? ?????? ??? ???? ?? ????? ????? ??? ???? ??? ????? ??? ?? ????? ?????,33,121
849,7,6,60,"It is He who doth take your souls by night, and hath knowledge of all that ye have done by day: by day doth He raise you up again; that a term appointed be fulfilled; In the end unto Him will be your return; then will He show you the truth of all that ye did.",?????? ??????? ?????????????? ??????????? ?????????? ??? ?????????? ???????????? ????? ???????????? ????? ?????????? ?????? ???????? ? ????? ???????? ???????????? ????? ????????????? ????? ???????? ???????????,??? ???? ??????? ?????? ????? ?? ????? ??????? ?? ?????? ??? ????? ??? ???? ? ?? ???? ?????? ?? ?????? ??? ???? ??????,23,96
